model_name,package_name,module_path,model_kind
IntelligenceOutputMode,bijux-proteomics-intelligence,bijux_proteomics_intelligence/evaluators.py,strenum
IntelligenceProductCharter,bijux-proteomics-intelligence,bijux_proteomics_intelligence/charter.py,jsonmodel
IntelligenceReviewPacket,bijux-proteomics-intelligence,bijux_proteomics_intelligence/evaluators.py,jsonmodel
InvocationInput,bijux-proteomics-runtime,bijux_proteomics_runtime/core/tooling.py,basemodel
InvocationInputLike,bijux-proteomics-intelligence,bijux_proteomics_intelligence/domain/candidates/updates.py,protocol
InvocationInputLike,bijux-proteomics-intelligence,bijux_proteomics_intelligence/domain/metrics/validation.py,protocol
IonMobilityObservation,bijux-proteomics-core,bijux_proteomics/io/ingestion.py,jsonmodel
IonMobilitySupportReport,bijux-proteomics-core,bijux_proteomics/io/ingestion.py,jsonmodel
IsotopeAdductAnnotationReport,bijux-proteomics-core,bijux_proteomics/chemistry/isotope_adduct_annotation.py,jsonmodel
IsotopeEnvelopeStatus,bijux-proteomics-core,bijux_proteomics/chemistry/__init__.py,strenum
IsotopePeak,bijux-proteomics-core,bijux_proteomics/chemistry/__init__.py,jsonmodel
IsotopicLabelingPolicy,bijux-proteomics-core,bijux_proteomics/chemistry/__init__.py,jsonmodel
JsonModel,bijux-proteomics-foundation,bijux_proteomics_foundation/json_models.py,basemodel
KnowledgeCharterCapability,bijux-proteomics-knowledge,bijux_proteomics_knowledge/charter.py,strenum
KnowledgeCharterEntry,bijux-proteomics-knowledge,bijux_proteomics_knowledge/charter.py,jsonmodel
KnowledgeContextDomain,bijux-proteomics-knowledge,bijux_proteomics_knowledge/references/contexts.py,strenum
KnowledgeCorpusSourceKind,bijux-proteomics-knowledge,bijux_proteomics_knowledge/references/corpora.py,strenum
KnowledgeEvidenceInput,bijux-proteomics-core,bijux_proteomics/workflow/runs.py,jsonmodel
KnowledgeGap,bijux-proteomics-knowledge,bijux_proteomics_knowledge/claims.py,jsonmodel
KnowledgeModuleAuditEntry,bijux-proteomics-knowledge,bijux_proteomics_knowledge/charter.py,jsonmodel
KnowledgeModuleClassification,bijux-proteomics-knowledge,bijux_proteomics_knowledge/charter.py,strenum
KnowledgeOntologyDomain,bijux-proteomics-knowledge,bijux_proteomics_knowledge/references/ontologies.py,strenum
KnowledgeOntologyMapping,bijux-proteomics-knowledge,bijux_proteomics_knowledge/references/ontologies.py,jsonmodel
KnowledgeProblemKind,bijux-proteomics-knowledge,bijux_proteomics_knowledge/references/problems.py,strenum
KnowledgeQualityAudit,bijux-proteomics-knowledge,bijux_proteomics_knowledge/evidence.py,jsonmodel
KnowledgeReviewDelta,bijux-proteomics-knowledge,bijux_proteomics_knowledge/review.py,jsonmodel
KnowledgeReviewPacket,bijux-proteomics-knowledge,bijux_proteomics_knowledge/review.py,jsonmodel
KnowledgeReviewTrend,bijux-proteomics-knowledge,bijux_proteomics_knowledge/review.py,jsonmodel
KnowledgeReviewWorkflowRunReport,bijux-proteomics-core,bijux_proteomics/workflow/runs.py,jsonmodel
KnowledgeRuleDomain,bijux-proteomics-knowledge,bijux_proteomics_knowledge/references/rules.py,strenum
KnowledgeSchemaProfile,bijux-proteomics-knowledge,bijux_proteomics_knowledge/schema.py,jsonmodel
KnowledgeWorkflowFamily,bijux-proteomics-knowledge,bijux_proteomics_knowledge/references/benchmarks.py,strenum
KnownMixtureMiniStudyBundle,bijux-proteomics-core,bijux_proteomics/corpus/__init__.py,jsonmodel
KnownMixtureTruthBoundary,bijux-proteomics-core,bijux_proteomics/corpus/__init__.py,jsonmodel
KnownProblemRegistryEntry,bijux-proteomics-knowledge,bijux_proteomics_knowledge/references/problems.py,jsonmodel
LLMAction,bijux-proteomics-core,bijux_proteomics/biology/regulator.py,strenum
LLMFailureMode,bijux-proteomics-core,bijux_proteomics/biology/regulator.py,strenum
LabArtifactCompatibilityReport,bijux-proteomics-lab,bijux_proteomics_lab/artifacts.py,jsonmodel
LabArtifactContractIssue,bijux-proteomics-lab,bijux_proteomics_lab/artifacts.py,jsonmodel
LabArtifactContractRegistry,bijux-proteomics-lab,bijux_proteomics_lab/artifacts.py,jsonmodel
LabArtifactProfile,bijux-proteomics-lab,bijux_proteomics_lab/artifacts.py,jsonmodel
LabArtifactSchemaContract,bijux-proteomics-lab,bijux_proteomics_lab/artifacts.py,jsonmodel
LabArtifactUpgradeAdvisory,bijux-proteomics-lab,bijux_proteomics_lab/artifacts.py,jsonmodel
LabCapacity,bijux-proteomics-lab,bijux_proteomics_lab/planning.py,jsonmodel
LabCapacityModelWithUncertainty,bijux-proteomics-core,bijux_proteomics/lab/planning.py,jsonmodel
LabCharterCapability,bijux-proteomics-lab,bijux_proteomics_lab/charter.py,strenum
LabCharterEntry,bijux-proteomics-lab,bijux_proteomics_lab/charter.py,jsonmodel
LabCostModelEntry,bijux-proteomics-core,bijux_proteomics/lab/operations.py,jsonmodel
LabCostModelInput,bijux-proteomics-core,bijux_proteomics/lab/operations.py,jsonmodel
LabCostModelReport,bijux-proteomics-core,bijux_proteomics/lab/operations.py,jsonmodel
LabCycleBrief,bijux-proteomics-lab,bijux_proteomics_lab/planning.py,jsonmodel
LabExecutionDirective,bijux-proteomics-lab,bijux_proteomics_lab/planning.py,jsonmodel
LabExecutionRefusal,bijux-proteomics-lab,bijux_proteomics_lab/handoffs.py,jsonmodel
LabExecutionRequest,bijux-proteomics-lab,bijux_proteomics_lab/planning.py,jsonmodel
LabFeedbackQuery,bijux-proteomics-lab,bijux_proteomics_lab/repositories.py,jsonmodel
LabFeedbackRecord,bijux-proteomics-lab,bijux_proteomics_lab/repositories.py,jsonmodel
LabFeedbackRepository,bijux-proteomics-lab,bijux_proteomics_lab/repositories.py,protocol
LabFeedbackTrendReport,bijux-proteomics-lab,bijux_proteomics_lab/repositories.py,jsonmodel
LabHandoffExportBundle,bijux-proteomics-core,bijux_proteomics/study/__init__.py,jsonmodel
LabHandoffRouteRequest,bijux-proteomics-core,bijux_proteomics/interfaces/api.py,jsonmodel
LabHandoffRouteResponse,bijux-proteomics-core,bijux_proteomics/interfaces/api.py,jsonmodel
LabHandoffWorkflowRunReport,bijux-proteomics-core,bijux_proteomics/workflow/runs.py,jsonmodel
LabModuleAuditEntry,bijux-proteomics-lab,bijux_proteomics_lab/charter.py,jsonmodel
LabModuleClassification,bijux-proteomics-lab,bijux_proteomics_lab/charter.py,strenum
LabObservedOutcomeSignal,bijux-proteomics-core,bijux_proteomics/lab/operations.py,jsonmodel
LabOutcomeIngestionPolicy,bijux-proteomics-core,bijux_proteomics/lab/operations.py,jsonmodel
LabOutcomeIngestionRecord,bijux-proteomics-core,bijux_proteomics/lab/operations.py,jsonmodel
LabOutcomeIngestionReport,bijux-proteomics-core,bijux_proteomics/lab/operations.py,jsonmodel
LabOutcomeIngestionUpdate,bijux-proteomics-core,bijux_proteomics/lab/operations.py,jsonmodel
LabOutcomeReconciliationEntry,bijux-proteomics-core,bijux_proteomics/study/__init__.py,jsonmodel
LabOutcomeReconciliationReport,bijux-proteomics-core,bijux_proteomics/study/__init__.py,jsonmodel
LabPriorityQueueAlignment,bijux-proteomics-lab,bijux_proteomics_lab/planning.py,jsonmodel
LabProtocolAttachment,bijux-proteomics-lab,bijux_proteomics_lab/protocols.py,jsonmodel
LabProtocolEvidenceBundle,bijux-proteomics-lab,bijux_proteomics_lab/protocols.py,jsonmodel
LabQueuePrioritizationEntry,bijux-proteomics-core,bijux_proteomics/lab/operations.py,jsonmodel
LabQueuePrioritizationInput,bijux-proteomics-core,bijux_proteomics/lab/operations.py,jsonmodel
LabQueuePrioritizationReport,bijux-proteomics-core,bijux_proteomics/lab/operations.py,jsonmodel
LabRequestSchema,bijux-proteomics-core,bijux_proteomics/study/__init__.py,jsonmodel
LabRequestTarget,bijux-proteomics-core,bijux_proteomics/study/__init__.py,jsonmodel
LabRequestValidationIssue,bijux-proteomics-core,bijux_proteomics/study/__init__.py,jsonmodel
LabRequestValidationReport,bijux-proteomics-core,bijux_proteomics/study/__init__.py,jsonmodel
LabReviewPacketBundle,bijux-proteomics-lab,bijux_proteomics_lab/planning.py,jsonmodel
LabReviewPacketInput,bijux-proteomics-core,bijux_proteomics/lab/planning.py,jsonmodel
LabReviewPacketRendered,bijux-proteomics-core,bijux_proteomics/lab/planning.py,jsonmodel
LabRiskAssessmentContext,bijux-proteomics-core,bijux_proteomics/lab/planning.py,jsonmodel
LabRiskAssessmentReport,bijux-proteomics-core,bijux_proteomics/lab/planning.py,jsonmodel
LabRiskDashboardEntry,bijux-proteomics-core,bijux_proteomics/lab/operations.py,jsonmodel
LabRiskDashboardInput,bijux-proteomics-core,bijux_proteomics/lab/operations.py,jsonmodel
LabRiskDashboardReport,bijux-proteomics-core,bijux_proteomics/lab/operations.py,jsonmodel
LabRiskKind,bijux-proteomics-core,bijux_proteomics/lab/planning.py,strenum
LabRiskRule,bijux-proteomics-core,bijux_proteomics/lab/planning.py,jsonmodel
LabelBasedChannelPolicyEntry,bijux-proteomics-core,bijux_proteomics/quantification/__init__.py,jsonmodel
LabelBasedChannelRole,bijux-proteomics-core,bijux_proteomics/quantification/__init__.py,strenum
LabelBasedChannelStateEntry,bijux-proteomics-core,bijux_proteomics/quantification/__init__.py,jsonmodel
LabelBasedQuantBundle,bijux-proteomics-core,bijux_proteomics/quantification/__init__.py,jsonmodel
LabelBasedQuantChannelLedgerEntry,bijux-proteomics-core,bijux_proteomics/quantification/review.py,jsonmodel
LabelBasedQuantChannelLedgerReport,bijux-proteomics-core,bijux_proteomics/quantification/review.py,jsonmodel
LabelBasedQuantPolicy,bijux-proteomics-core,bijux_proteomics/quantification/__init__.py,jsonmodel
LabelFreeFeatureProvenanceEntry,bijux-proteomics-core,bijux_proteomics/quantification/__init__.py,jsonmodel
LabelFreePeptideProvenanceEntry,bijux-proteomics-core,bijux_proteomics/quantification/__init__.py,jsonmodel
LabelFreeProvenanceBundle,bijux-proteomics-core,bijux_proteomics/quantification/__init__.py,jsonmodel
LabelFreeQuantTable,bijux-proteomics-core,bijux_proteomics/quantification/__init__.py,jsonmodel
LargeArtifactGuardDecision,bijux-proteomics-runtime,bijux_proteomics_runtime/runtime/control/integrity.py,jsonmodel
LargeArtifactUploadDescriptor,bijux-proteomics-core,bijux_proteomics/workflow/reproducibility.py,jsonmodel
LargeArtifactUploadGuardDecision,bijux-proteomics-core,bijux_proteomics/workflow/reproducibility.py,jsonmodel
LargeArtifactUploadGuardPolicy,bijux-proteomics-core,bijux_proteomics/workflow/reproducibility.py,jsonmodel
LargeArtifactUploadGuardReport,bijux-proteomics-core,bijux_proteomics/workflow/reproducibility.py,jsonmodel
LargeFileStreamingPolicy,bijux-proteomics-core,bijux_proteomics/workflow/runtime.py,jsonmodel
LargeSpectraStreamingBenchmarkInput,bijux-proteomics-core,bijux_proteomics/benchmarks/__init__.py,jsonmodel
LargeSpectraStreamingBenchmarkReport,bijux-proteomics-core,bijux_proteomics/benchmarks/__init__.py,jsonmodel
LcmsRunQcReport,bijux-proteomics-core,bijux_proteomics/qc.py,jsonmodel
LearningAdjustedRecommendation,bijux-proteomics-core,bijux_proteomics/lab/planning.py,jsonmodel
LevelSpecificConfidenceAssignment,bijux-proteomics-core,bijux_proteomics/identification/__init__.py,jsonmodel
LevelSpecificConfidenceReport,bijux-proteomics-core,bijux_proteomics/identification/__init__.py,jsonmodel
LevelSpecificFdrReport,bijux-proteomics-core,bijux_proteomics/identification/__init__.py,jsonmodel
LfqFeaturePeptideProteinProvenanceReport,bijux-proteomics-core,bijux_proteomics/quantification/review.py,jsonmodel
LfqMiniStudyBundle,bijux-proteomics-core,bijux_proteomics/corpus/__init__.py,jsonmodel
LiabilityCategory,bijux-proteomics-core,bijux_proteomics/domain/liabilities.py,strenum
LiabilityFlag,bijux-proteomics-intelligence,bijux_proteomics_intelligence/briefs.py,jsonmodel
LiabilityFocusSummary,bijux-proteomics-intelligence,bijux_proteomics_intelligence/briefs.py,jsonmodel
LiabilityNodeInput,bijux-proteomics-knowledge,bijux_proteomics_knowledge/graph.py,jsonmodel
LibrarySearchComparisonEntry,bijux-proteomics-core,bijux_proteomics/dia/__init__.py,jsonmodel
LibrarySearchComparisonReport,bijux-proteomics-core,bijux_proteomics/dia/__init__.py,jsonmodel
LibrarySearchConfidenceBoundaryInput,bijux-proteomics-core,bijux_proteomics/identification/confidence.py,jsonmodel
LibrarySearchConfidenceBoundaryIssue,bijux-proteomics-core,bijux_proteomics/identification/confidence.py,jsonmodel
LibrarySearchConfidenceBoundaryReport,bijux-proteomics-core,bijux_proteomics/identification/confidence.py,jsonmodel
LifecycleTransition,bijux-proteomics-core,bijux_proteomics/domain/lifecycle.py,jsonmodel
LimsExportBundle,bijux-proteomics-lab,bijux_proteomics_lab/handoffs.py,jsonmodel
LimsExportInputRow,bijux-proteomics-core,bijux_proteomics/lab/operations.py,jsonmodel
LimsExportRecord,bijux-proteomics-lab,bijux_proteomics_lab/handoffs.py,jsonmodel
LimsFieldMapping,bijux-proteomics-lab,bijux_proteomics_lab/handoffs.py,jsonmodel
LimsHandoffEntry,bijux-proteomics-core,bijux_proteomics/lab/planning.py,jsonmodel
LimsHandoffProfile,bijux-proteomics-core,bijux_proteomics/lab/planning.py,jsonmodel
LimsOrientedExportBundle,bijux-proteomics-core,bijux_proteomics/lab/operations.py,jsonmodel
LimsOrientedExportRow,bijux-proteomics-core,bijux_proteomics/lab/operations.py,jsonmodel
LiteratureFocusArea,bijux-proteomics-knowledge,bijux_proteomics_knowledge/references/literature.py,strenum
LiteratureGroup,bijux-proteomics-knowledge,bijux_proteomics_knowledge/references/literature.py,jsonmodel
LocalExternalToolRunDisposition,bijux-proteomics-core,bijux_proteomics/workflow/runs.py,strenum
LocalExternalToolRunReport,bijux-proteomics-core,bijux_proteomics/workflow/runs.py,jsonmodel
LocalRunBundle,bijux-proteomics-runtime,bijux_proteomics_runtime/runtime/control/replay.py,jsonmodel
LoggerProtocol,bijux-proteomics-intelligence,bijux_proteomics_intelligence/design_loop/loop.py,protocol
LongHorizonReproducibilityReport,bijux-proteomics-core,bijux_proteomics/benchmarks/__init__.py,jsonmodel
LoopAction,bijux-proteomics-intelligence,bijux_proteomics_intelligence/design_loop/loop.py,strenum
LoopLimits,bijux-proteomics-runtime,bijux_proteomics_runtime/core/execution.py,basemodel
LoopState,bijux-proteomics-runtime,bijux_proteomics_runtime/core/execution.py,basemodel
ManualEvidenceNote,bijux-proteomics-knowledge,bijux_proteomics_knowledge/ingestion.py,jsonmodel
MassType,bijux-proteomics-core,bijux_proteomics/chemistry/__init__.py,strenum
MaterialConstraintReport,bijux-proteomics-lab,bijux_proteomics_lab/planning.py,jsonmodel
MaterialFeasibilityPriority,bijux-proteomics-lab,bijux_proteomics_lab/planning.py,jsonmodel
MaterialInventory,bijux-proteomics-lab,bijux_proteomics_lab/planning.py,jsonmodel
MaterialRequirement,bijux-proteomics-lab,bijux_proteomics_lab/planning.py,jsonmodel
MaterialReservation,bijux-proteomics-lab,bijux_proteomics_lab/planning.py,jsonmodel
MatureEcosystemComparisonReport,bijux-proteomics-core,bijux_proteomics/adoption/__init__.py,jsonmodel
MeasurementDirection,bijux-proteomics-core,bijux_proteomics/domain/criteria.py,strenum
MechanismLiability,bijux-proteomics-core,bijux_proteomics/domain/targets.py,basemodel
MechanisticCompletenessReport,bijux-proteomics-knowledge,bijux_proteomics_knowledge/claims.py,jsonmodel
MemoryRecord,bijux-proteomics-runtime,bijux_proteomics_runtime/memory/schemas.py,basemodel
MergedSearchSpectrumEntry,bijux-proteomics-core,bijux_proteomics/identification/search_adapters.py,jsonmodel
MethodsSectionDocument,bijux-proteomics-core,bijux_proteomics/collaboration/__init__.py,jsonmodel
MethodsSectionInput,bijux-proteomics-core,bijux_proteomics/collaboration/__init__.py,jsonmodel
MetricCatalogAuditReport,bijux-proteomics-intelligence,bijux_proteomics_intelligence/policies.py,jsonmodel
MetricCoverageSummary,bijux-proteomics-intelligence,bijux_proteomics_intelligence/briefs.py,jsonmodel
MetricDefinition,bijux-proteomics-intelligence,bijux_proteomics_intelligence/policies.py,jsonmodel
MetricDirection,bijux-proteomics-intelligence,bijux_proteomics_intelligence/policies.py,strenum
MetricFamily,bijux-proteomics-core,bijux_proteomics/domain/criteria.py,strenum
MetricValue,bijux-proteomics-intelligence,bijux_proteomics_intelligence/domain/metrics/quality.py,basemodel
MgfParseReport,bijux-proteomics-core,bijux_proteomics/io/spectra.py,jsonmodel
MillionPsmIngestionBenchmarkInput,bijux-proteomics-core,bijux_proteomics/benchmarks/__init__.py,jsonmodel
MillionPsmIngestionBenchmarkReport,bijux-proteomics-core,bijux_proteomics/benchmarks/__init__.py,jsonmodel
MissingChannelPolicy,bijux-proteomics-core,bijux_proteomics/quantification/__init__.py,strenum
MissingDataMechanism,bijux-proteomics-core,bijux_proteomics/quantification/__init__.py,strenum
MissingDataMechanismEntry,bijux-proteomics-core,bijux_proteomics/quantification/__init__.py,jsonmodel
MissingDataMechanismReport,bijux-proteomics-core,bijux_proteomics/quantification/__init__.py,jsonmodel
MissingMultiplexChannelEntry,bijux-proteomics-core,bijux_proteomics/quantification/__init__.py,jsonmodel
MissingValueCorrectionPolicy,bijux-proteomics-core,bijux_proteomics/quantification/__init__.py,strenum
MissingValueKind,bijux-proteomics-core,bijux_proteomics/quantification/__init__.py,strenum
MissingValueSummaryEntry,bijux-proteomics-core,bijux_proteomics/quantification/__init__.py,jsonmodel
MissingValueSummaryPolicy,bijux-proteomics-core,bijux_proteomics/quantification/__init__.py,jsonmodel
MissingValueSummaryReport,bijux-proteomics-core,bijux_proteomics/quantification/__init__.py,jsonmodel
MissingnessMechanismKind,bijux-proteomics-core,bijux_proteomics/quantification/review.py,strenum
MissingnessMechanismProfileEntry,bijux-proteomics-core,bijux_proteomics/quantification/review.py,jsonmodel
MissingnessMechanismProfileReport,bijux-proteomics-core,bijux_proteomics/quantification/review.py,jsonmodel
MissingnessPatternAnalysis,bijux-proteomics-intelligence,bijux_proteomics_intelligence/interpretation.py,jsonmodel
MissingnessPatternEntry,bijux-proteomics-intelligence,bijux_proteomics_intelligence/interpretation.py,jsonmodel
MissingnessPatternLabel,bijux-proteomics-intelligence,bijux_proteomics_intelligence/interpretation.py,strenum
ModalityCoverageReport,bijux-proteomics-knowledge,bijux_proteomics_knowledge/evidence.py,jsonmodel
ModificationLocalizationAdvisory,bijux-proteomics-core,bijux_proteomics/chemistry/__init__.py,jsonmodel
ModificationLocalizationCandidate,bijux-proteomics-core,bijux_proteomics/chemistry/__init__.py,jsonmodel
ModificationLocalizationState,bijux-proteomics-core,bijux_proteomics/chemistry/__init__.py,strenum
ModificationLocalizationStatus,bijux-proteomics-core,bijux_proteomics/chemistry/__init__.py,strenum
ModificationPosition,bijux-proteomics-core,bijux_proteomics/chemistry/__init__.py,strenum
ModificationProvenance,bijux-proteomics-core,bijux_proteomics/chemistry/__init__.py,jsonmodel
ModificationRegistryDocument,bijux-proteomics-core,bijux_proteomics/chemistry/__init__.py,jsonmodel
ModificationRegistryValidationIssue,bijux-proteomics-core,bijux_proteomics/chemistry/__init__.py,jsonmodel
ModificationRegistryValidationReport,bijux-proteomics-core,bijux_proteomics/chemistry/__init__.py,jsonmodel
ModificationSiteValidationIssue,bijux-proteomics-core,bijux_proteomics/chemistry/__init__.py,jsonmodel
ModificationSiteValidationReport,bijux-proteomics-core,bijux_proteomics/chemistry/__init__.py,jsonmodel
ModifiedPeptideConflictIssue,bijux-proteomics-core,bijux_proteomics/chemistry/modified_peptide_conflicts.py,jsonmodel
ModifiedPeptideConflictReport,bijux-proteomics-core,bijux_proteomics/chemistry/modified_peptide_conflicts.py,jsonmodel
ModifiedPeptideExportRecord,bijux-proteomics-core,bijux_proteomics/chemistry/__init__.py,jsonmodel
Ms1FeatureColumnMapping,bijux-proteomics-core,bijux_proteomics/quantification/__init__.py,jsonmodel
Ms1FeatureParseReport,bijux-proteomics-core,bijux_proteomics/quantification/__init__.py,jsonmodel
Ms1FeatureRecord,bijux-proteomics-core,bijux_proteomics/quantification/__init__.py,jsonmodel
Ms1FeatureTableIngestionReport,bijux-proteomics-core,bijux_proteomics/io/ingestion.py,jsonmodel
MultiDecisionReadiness,bijux-proteomics-knowledge,bijux_proteomics_knowledge/review.py,jsonmodel
MultiObjectiveRankingEntry,bijux-proteomics-core,bijux_proteomics/intelligence/__init__.py,jsonmodel
MultiObjectiveRankingInput,bijux-proteomics-core,bijux_proteomics/intelligence/__init__.py,jsonmodel
MultiObjectiveRankingReport,bijux-proteomics-core,bijux_proteomics/intelligence/__init__.py,jsonmodel
MultiplexChannelAssignment,bijux-proteomics-lab,bijux_proteomics_lab/design.py,jsonmodel
MultiplexChannelBalanceDiagnosticsReport,bijux-proteomics-core,bijux_proteomics/quantification/review.py,jsonmodel
MultiplexChannelBalanceEntry,bijux-proteomics-core,bijux_proteomics/quantification/__init__.py,jsonmodel
MultiplexChannelBalanceReport,bijux-proteomics-core,bijux_proteomics/quantification/__init__.py,jsonmodel
MultiplexChannelRole,bijux-proteomics-lab,bijux_proteomics_lab/design.py,strenum
MultiplexLabelingPlan,bijux-proteomics-lab,bijux_proteomics_lab/design.py,jsonmodel
MultiplexNormalizationPolicy,bijux-proteomics-core,bijux_proteomics/quantification/__init__.py,jsonmodel
MutationAnnotation,bijux-proteomics-intelligence,bijux_proteomics_intelligence/candidates.py,jsonmodel
MutationBurdenSignals,bijux-proteomics-intelligence,bijux_proteomics_intelligence/candidates.py,jsonmodel
MutationPlan,bijux-proteomics-runtime,bijux_proteomics_runtime/agents/planning/schemas.py,basemodel
MutationRiskSummary,bijux-proteomics-intelligence,bijux_proteomics_intelligence/candidates.py,jsonmodel
MzIdentMlIngestionReport,bijux-proteomics-core,bijux_proteomics/io/ingestion.py,jsonmodel
MzTabIngestionReport,bijux-proteomics-core,bijux_proteomics/io/ingestion.py,jsonmodel
MzmlDecodingSupportReport,bijux-proteomics-core,bijux_proteomics/io/ingestion.py,jsonmodel
MzmlParseReport,bijux-proteomics-core,bijux_proteomics/io/formats.py,jsonmodel
MzmlRunMetadata,bijux-proteomics-core,bijux_proteomics/io/formats.py,jsonmodel
NegativeScienceCase,bijux-proteomics-core,bijux_proteomics/corpus/__init__.py,jsonmodel
NegativeScienceCaseOutcome,bijux-proteomics-core,bijux_proteomics/corpus/__init__.py,strenum
NegativeScienceCorpusReport,bijux-proteomics-core,bijux_proteomics/corpus/__init__.py,jsonmodel
NeutralLoss,bijux-proteomics-core,bijux_proteomics/chemistry/__init__.py,jsonmodel
NextAssayPriority,bijux-proteomics-lab,bijux_proteomics_lab/planning.py,jsonmodel
NextBestExperiment,bijux-proteomics-lab,bijux_proteomics_lab/planning.py,jsonmodel
NormalizationComparisonReport,bijux-proteomics-core,bijux_proteomics/quantification/__init__.py,jsonmodel
NormalizationMethod,bijux-proteomics-core,bijux_proteomics/quantification/__init__.py,strenum
NormalizationPolicyComparisonEntry,bijux-proteomics-core,bijux_proteomics/quantification/review.py,jsonmodel
NormalizationPolicyComparisonMatrixReport,bijux-proteomics-core,bijux_proteomics/quantification/review.py,jsonmodel
NormalizationSampleSnapshot,bijux-proteomics-core,bijux_proteomics/quantification/__init__.py,jsonmodel
NormalizationStrategyComparisonReport,bijux-proteomics-core,bijux_proteomics/quantification/__init__.py,jsonmodel
NormalizationStrategySummaryEntry,bijux-proteomics-core,bijux_proteomics/quantification/__init__.py,jsonmodel
NormalizedEvidenceInput,bijux-proteomics-knowledge,bijux_proteomics_knowledge/ingestion.py,jsonmodel
NormalizedProteinRecord,bijux-proteomics-core,bijux_proteomics/sequences/core.py,jsonmodel
NormalizedRunBundleManifest,bijux-proteomics-core,bijux_proteomics/io/formats.py,jsonmodel
NormalizedScoreEntry,bijux-proteomics-core,bijux_proteomics/identification/__init__.py,jsonmodel
NoveltyDiversitySummary,bijux-proteomics-intelligence,bijux_proteomics_intelligence/briefs.py,jsonmodel
NullabilityState,bijux-proteomics-foundation,bijux_proteomics_foundation/documents.py,strenum
NullableValue,bijux-proteomics-foundation,bijux_proteomics_foundation/documents.py,jsonmodel
Observation,bijux-proteomics-runtime,bijux_proteomics_runtime/core/observations.py,basemodel
ObservationMetric,bijux-proteomics-runtime,bijux_proteomics_runtime/core/observations.py,basemodel
ObservationQualityProfile,bijux-proteomics-lab,bijux_proteomics_lab/outcomes.py,jsonmodel
ObservationSummary,bijux-proteomics-lab,bijux_proteomics_lab/outcomes.py,jsonmodel
ObservationValidationIssue,bijux-proteomics-lab,bijux_proteomics_lab/outcomes.py,jsonmodel
ObservedLabOutcome,bijux-proteomics-core,bijux_proteomics/study/__init__.py,jsonmodel
ObservedOutcomeSignal,bijux-proteomics-core,bijux_proteomics/lab/planning.py,jsonmodel
ObservedProperty,bijux-proteomics-runtime,bijux_proteomics_runtime/execution/evaluation/schemas.py,basemodel
OpenSearchUnknownModificationReport,bijux-proteomics-core,bijux_proteomics/chemistry/open_search_unknown_mod.py,jsonmodel
OperatingModel,bijux-proteomics-core,bijux_proteomics/domain/operating_model.py,basemodel
OperationDisposition,bijux-proteomics-foundation,bijux_proteomics_foundation/results.py,strenum
OperationRefusal,bijux-proteomics-foundation,bijux_proteomics_foundation/refusals.py,jsonmodel
OperationResult,bijux-proteomics-foundation,bijux_proteomics_foundation/results.py,jsonmodel
OperationalDecisionLabel,bijux-proteomics-knowledge,bijux_proteomics_knowledge/review.py,jsonmodel
OperationalFollowUpPath,bijux-proteomics-lab,bijux_proteomics_lab/reconciliation.py,jsonmodel
OperationalReadinessReport,bijux-proteomics-lab,bijux_proteomics_lab/readiness.py,jsonmodel
OptimizationAxis,bijux-proteomics-intelligence,bijux_proteomics_intelligence/briefs.py,strenum
OrchestrationStep,bijux-proteomics-runtime,bijux_proteomics_runtime/agents/schemas.py,basemodel
OrthogonalConfirmationPlan,bijux-proteomics-lab,bijux_proteomics_lab/planning.py,jsonmodel
OrthogonalPolicy,bijux-proteomics-lab,bijux_proteomics_lab/planning.py,jsonmodel
Outcome,bijux-proteomics-runtime,bijux_proteomics_runtime/core/status.py,strenum
OutcomeFeedbackMapping,bijux-proteomics-lab,bijux_proteomics_lab/outcomes.py,jsonmodel
OutcomePromotionPolicy,bijux-proteomics-lab,bijux_proteomics_lab/outcomes.py,jsonmodel
OutcomeReconciliationReport,bijux-proteomics-lab,bijux_proteomics_lab/reconciliation.py,jsonmodel
OutcomeReliabilityAssessment,bijux-proteomics-lab,bijux_proteomics_lab/outcomes.py,jsonmodel
OutcomeReliabilityTier,bijux-proteomics-lab,bijux_proteomics_lab/outcomes.py,strenum
OutcomeSeverity,bijux-proteomics-core,bijux_proteomics/domain/targets.py,strenum
OutlierInterpretationClass,bijux-proteomics-intelligence,bijux_proteomics_intelligence/interpretation.py,strenum
OutlierQcIntegratedEntry,bijux-proteomics-core,bijux_proteomics/intelligence/__init__.py,jsonmodel
OutlierQcIntegratedReport,bijux-proteomics-core,bijux_proteomics/intelligence/__init__.py,jsonmodel
OutlierSampleExplanation,bijux-proteomics-intelligence,bijux_proteomics_intelligence/interpretation.py,jsonmodel
OutputExpectation,bijux-proteomics-runtime,bijux_proteomics_runtime/core/tooling.py,basemodel
OutputReference,bijux-proteomics-runtime,bijux_proteomics_runtime/agents/schemas.py,basemodel
PLDDTBand,bijux-proteomics-core,bijux_proteomics/structure_report/compute.py,strenum
PackageLevelExampleWorkflowCatalog,bijux-proteomics-core,bijux_proteomics/interfaces/api.py,jsonmodel
PaginationMeta,bijux-proteomics-runtime,bijux_proteomics_runtime/api/v1/schema.py,basemodel
ParallelExecutionGroup,bijux-proteomics-core,bijux_proteomics/workflow/runtime.py,jsonmodel
